Codigo,Descripcion,Costo,Precio2,,
810137,89-904  JGO. LLAVES EXAGONALES 9PZS. MM  -STANLEY-,105.82,137.6,,
810138,69-252     JUEGO LLAVES HEXAG. PULG. 8 PZS  -STANLEY-,17.63,23.7,,
810139,69-253   JGO. LLAVES HEXAG. MET. 10 PZS  -STANLEY-,40.95,54,,
810140,69-254   JGO. LLAVES HEXAG. PULG. 10 PZS 1/16-3/8  -STANLEY-,41.23,54.45,,
810141,18-206   CINCEL PUNZON PLANO   1/8 X 5      <STANLEY>,17.77,23.1,,
810142,51-082  MARTILLO CABO ACERO 20 ONZAS    <STANLEY>,63.7,84,,
810143,15-098     MARCO DE SIERRA 12   PROF.    <STANLEY>,79.43,108.75,,
810144,34-262     CINTA FIBRA DE VIDRIO LARGA 1/2 * 30 MTS   <STANLEY>,93.1,122.95,,
810145,34-263   CINTA FIBRA DE VIDRIO LARGA 1/2 * 50 MTS.   <STANLEY>,133,175.5,,
810146,"14-556   TIJERA PROF. MANGO FORRADO 10""   <STANLEY>",99.4,131.25,,
810147,34-794   CINTA LARGA C.G. 1/2 * 60 MTS.     <STANLEY>,182,240,,
810148,"84-625  PINZA PUNTA LARGA 8""     STANLEY",65.45,86.45,,
810149,34-791 CINTA LARGA C.G. 1/2 X 30 M   <STANLEY>,130.2,171.85,,
810150,10-176   CUCHILLA RETRACTIL NEON    <STANLEY>,16.6,21.85,,
810151,66-110   DESARMADOR PLUS (ELECTRON) 1/8 X 10  -STANLEY-,19.3,25.1,,
810152,"87-046   LLAVE AJUSTABLE (CANGREJO)  NEGRO 8""   STANLEY",45,59.4,,
810153,JUEGO ALICATE ELECT. 8 Y TESTER # 690-173  STANLEY,36.32,47.95,,
810154,ARCO P/SIERRA INDUSTRIAL # 15-166,57.66,76.25,,
810155,10-131 CUCHILLA RET. PLASTICA SNAP-OFF 9MM  <STANLEY>,2.5,3.3,,
810156,10-177   CUCHILLA RETRACTIL NARANJA   <STANLEY>,16.35,21.6,,
810157,16-008  CAJA PLASTICA P/HERR. 16           <STANLEY>,108.8,143.65,,
810158,79-217   CAJA PLASTICA P/HERR. 19           <STANLEY>,144.9,198.75,,
810159,90-012  JGO. 3PZS HERRAMIENTAS P/ELECT.      STANLEY,48,64.8,,
810160,66-052   JGO. 6PZS. DESTORN. JOYERO     STANLEY,36.05,47.6,,
810161,60-060     JUEGO   6 PIEZAS DEST. THRIFTY,44.1,58.25,,
810162,15-200     MARCO DE SIERRA 12  CROMADO          <STANLEY>,36,47.55,,
810163,20-206     MARCO DE SIERRA 12  AMARILLO         <STANLEY>,24.28,34.95,,
810164,60-100     JUEGO 10 PIEZAS DEST. THRIFTY,79.8,105.35,,
810165,66-119   TESTER DE CORRIENTE   STANLEY,9.85,13,,
810166,60-003B     DESTOR. STD.  TRRIFTY 3/16 * 3,7.42,9.85,,
810167,64-463A     DESTOR. STD.  TRRIFTY 3/16 * 6,6.82,8.9,,
810168,60-004     DESTOR. STD.  TRRIFTY 1/4 * 4,6.9,9.25,,
810169,64-461A     DESTOR. STD.  TRRIFTY 1/4 * 6,6.82,8.85,,
810170,23182 CAJA PLASTICA MAGNUM 1800 C/BANDEJA  <STANLEY>,89.95,118.75,,
810171,CAJA MAGNUM PLASTICA 16PLG C/BANDEJA   16-001B,53.35,70.5,,
810172,92-005     COMBO CINTA 5M & CUCHILLA 18MM     STANLEY,27.95,36.95,,
810173,86-209   JGO. COPAS 3/8 MET. RATCHET 23 PZS   «STANLEY»,375,495,,
810174,87-931   JGO. COPAS 3/8 RAT. CAB. MOV. 13 PZS. STANLEY,174,229.7,,
810175,60-002B     DESTOR. PHIL.  TRRIFTY #2-4,7.1,9.45,,
810176,"84-085   ALICATE PUNTA LARGA CORTANTE 4PLG,   STANLEY",25.2,33.25,,
810177,84-081   ALICATE PUNTA CHATA 4PLG.    STANLEY,26.16,34.55,,
810178,84-087   ALICATE PUNTA FINA 5PLG.   STANLEY,32.55,42.95,,
810179,92-008  KIT DE ELECTRICISTA CON HERRAMIENTAS 19 PLG.   <STANLEY>,143.65,189.65,,
810180,69-800     REMACHADORA TRABAJO PESADO (MR55)     STANLEY,94.34,124.55,,
810181,69-646     REMACHADORA TRABAJO MEDIANO     STANLEY,55.65,73.45,,
810182,65-980   JGO. DEST. AISLADOS 1000V. 7PZS.    «STANLEY»,168,221.75,,
810183,60-005B     DESTOR. GAB.  TRRIFTY 3/16 * 6,7.1,9.45,,
810184,60-006B     DESTOR. STD.  TRRIFTY 1/4 * 6,7.7,10.15,,
810185,51-474   MARTILLO CABO MADERA 20 OZ C/OCTAG  -STANLEY-,31.5,41.6,,
810186,60-080  JGO. DESARM. 8PZS. STANLEY,43.5,57.45,,
810187,60-220  JGO. 20PZS. DESARMADORES ST. THRIFTY,126,166.35,,
810188,84-370     ALICATE DE PRESION RECTO 7 PLG.,43.05,56.85,,
810189,84-368     ALICATE DE PRESION CURVO 7 PLG.,43.75,57.75,,
810190,60-001B     DESTOR. PHIL.  TRRIFTY #1,7.1,9.45,,
810191,20-115     ARCO DE SIERRA AL TENSION     STANLEY,146.85,193.85,,
810192,15-558     SERRUCHO PROFESIONAL 18 PLG.    <STANLEY>,49.4,65.2,,
810193,46-536     ESCUADRA PROFESIONAL 12 PLG.   <STANLEY>,74.2,97.95,,
810194,23190  CAJA PLASTICA MAGNUM 1900   <STANLEY>,101.5,0.06,,
810195,92-011   CINTA METRICA 5 MTS. C/LINTERNA POWERLOCK <STANLEY>,53.75,70.95,,
810196,64-462   DESTORN. PLANO THRIFTY 1/4 X4    STANLEY,7.7,10.15,,
810197,19-011   CAJA PLASTICA 19 PLG.  <STANLEY>,106.59,0.06,,
810198,60-604 BONUS PACK 2 EN 1 CAJA P/HERR. 19 PLG.  <STANLEY>,88.2,0.06,,
810199,1-92-704     CAJA PLASTICA C/BANDEJA 16 PLG.   <STANLEY>,76.07,100,,
810200,54-189  MARTILLO DE BOLA MEC. 1/2 LB.   STANLEY,26.25,34.65,,
810201,10-175L  CUCHILLA MANGO PLAST. USA   <STANLEY>,23.1,31,,
810202,10-418  MANGO TIPO CUCHILLA18MM     <STANLEY>,27,35.65,,
810203,JUEGO 14 PZS. MAC TOOLS STANLEY,122.9,162.25,,
810204,84-105     ALICATE CORTE DIAGONAL 6    <STANLEY>,45.5,60,,
810205,84-096   ALICATE PUNTA FINA 5PLG.      <STANLEY>,31.5,41.6,,
810206,92-014  CAJA C/KIT DE HERRAMIENTAS P/EL HOGAR    <STANLEY>,126.35,166.8,,
810207,15-555     MARCO DE SIERRA 12   PROFESIONAL    <STANLEY>,63,83.15,,
810208,85-763   LLAVE TIPO CANGREJO C/FORRO 8Plg.  <Stanley>,43.5,57.45,,
810209,85-762   LLAVE TIPO CANGREJO C/FORRO 10Plg.  <Stanley>,55.5,73.25,,
810210,16-101B  CAJA PLAST. P/HERRAM. 16Plg. C/LINTERNA    <Stanley>,71.25,94.1,,
810211,60-011M  CAJA PLAST. COMBO 2x1 26 y 15Plg.  <Stanley>,157.5,207.9,,
810212,84-102  PINZA PUNTA LARGA  8Plgs.   - STANLEY,47.25,62.5,,
810213,84-110   ALICATE PICO DE LORO 10Plg.   <Stanley>,55.3,73,,
810214,92-015   COMBO DE ALICATE Y NAVAJA   <Stanley>,60,79.2,,
810215,"90-948   LLAVE AJUSTABLE 8"" C/FORRO ""MAXSTEEL""    «STANLEY»",59.15,78.45,,
810216,"58-111   PUNZON PLANO 1/32 X 4""          <STANLEY>",12,15.95,,
810217,15-408    MARCO DE SIERRA  PROFESIONAL    <STANLEY>,105,138.6,,
810218,61-825   JGO. DESTOR. COPA 3/16 A 7/16 6pzs.   <Stanley>,147,194,,
810219,10-202   JGO. 2pzs. MANGO T/CUCHILLA    <Stanley>,7.83,10.35,,
810220,92-009  KIT DE MECANICO CON HERRAM. 6Pzs.   <Stanley>,180,237.6,,
810221,69-142   DEST. PHILLIPS 1 X 10 PLG.     <STANLEY>,25.2,33.25,,
810222,66-038    DEST. JOYERO 6 PCS.   STANLEY,18.79,24.8,,
810223,69-170   JGO. DESARMADORES PROF. 6 PZS.    <Stanley>,87.5,115.5,,
810224,69-172   JGO. DESARMAD. HANDYMAN 10 PZS.    <Stanley>,151.2,199.65,,
810225,86-736   JGO. LLAVES COPA 25 PZS. MIXTO     <Stanley>,250,330,,
810226,69-169   JGO. DESTORNILLADORES  PRO 4 PZS.   <STANLEY>,52.15,68.85,,
810227,86-737   JGO. LLAVES COPA RAIZ 1/2  25 PZS. MIXTO     <Stanley>,250,330,,
810228,16-028  CAJA PLASTICA P/HERR. 16           <STANLEY>,103.5,136.6,,
810229,"97-476   CAJA PLASTICA P/HERR. 12.5X7X5""          «STANLEY»",51.2,67.75,,
810230,92-064   CAJA PLASTICA P/HERR. 12.5X7X5 (13-011S)    «STANLEY»,41.6,54.95,,
810231,92-065   CAJA PLASTICA P/HERR. 15.7/8x8x7 (16-013)   «STANLEY»,102,134.65,,
810232,66-806   DESARMADOR PUNTA MAGNETICA    «STANLEY»,38.88,51.3,,
810233,"92-898   CAJA PLASTICA 19 1/4""X10X9 (19-013)    <STANLEY>",135.36,178.75,,
810234,84-101  PINZA PUNTA LARGA CORTANTE 6plg.  «Stanley»,42,55.45,,
810235,84-108   ALICATE CORTE DIAGONAL DE 7plg.    «Stanley»,50.4,66.5,,
810236,91-538   JGO. 4 PZS. DESARMADORES C-GRIP     «Stanley»,40.5,53.45,,
810237,91-539   JGO. 6 PZS. DESARMADORES C-GRIP     «Stanley»,54.03,71.5,,
810238,21-305M CAJA PLAST. MULTIBOX P/BARRENO ELEC.   «Stanley»,45.6,60.75,,
810239,10-804   NAVAJA CON CUCHILLA SPORTS   STANLEY,107.55,141.95,,
810240,86-249  RATCHET RAIZ 3/8 CON COPA 5/8,81.16,107.25,,
810241,"84-104  ALICATE P/CORTE DIAGONAL 5""   -STANLEY-",42.35,55.9,,
810242,86-082   JGO. LLAVES COLA/CORONA 10 A 32MM   STANLEY,401.25,461.44,,
810243,"87-622   LLAVE STILSON 10"" P/TUBO      «STANLEY»",57.75,76.25,,
810244,"69-145B   DEST. PHILLIPS 4""  #2     «STANLEY»",13.9,18.35,,
810245,"84-378   ALICATE DE PRESION CURVO 10""   «STANLEY»",52.5,69.85,,
810246,"84-379   ALICATE DE PRESION RECTO 10""   «STANLEY»",51.75,68.5,,
810247,"84-389   ALICATE DE PRESION PUNTA LARGA 9""   «STANLEY»",54.38,71.75,,
810248,95-112   LINTERNA LED CABEZA GIRATORIA C/TRIPODE   «STANLEY»,153.75,202.95,,
810249,"69-180   DESTOR. PHILLIPS  6""  # 2     «STANLEY»",21,27.95,,
810250,92-841   MULTI-HTA. 16 EN 1   «STANLEY»,60.2,79.45,,
810251,69-121  DESTOR. PLANO 5/16 X 6   «STANLEY»,13.5,17.85,,
810252,14-377   CORTAPERNO DE 24Plg.   «STANLEY»,236.16,311.75,,
810253,14-378   CORTAPERNO DE 30Plg.   «STANLEY»,281.25,374,,
810254,"84-007   PINZA DE PUNTA 8 1/4"" MaxSteel 1000V.   «Stanley»",102.76,135.65,,
810255,"84-002   ALICATE P/ELECT. 7 7/8"" MAXSTEEL 1000V.   «STANLEY»",125.3,165.4,,
810256,"84-003   ALICATE CORTE DIAGONAL 7"" MaxSteel 1000V.   «Stanley»",98.7,130.25,,
810257,63-048   DESTORNILLADOR RECARGABLE 3.6V.   «STANLEY»,119.82,160,,
810258,14-376   CORTAPERNO DE 36Plg.    «STANLEY»,360,488,,
810259,84-122   ALICATE PUNTA CHATA  5PLG.    «STANLEY»,25.35,33.5,,
810260,11-921A   REPUESTO PEQ. P/CUCHILLA RETRACTIL    «STANLEY»,0.91,1.25,,
810261,92-258   CAJA PLASTICA P/HERR. 26PLG. (26-300)    «STANLEY»,182,241,,
810262,92-945   CAJA METAL/PLAST. P/HERR. 20PLG. (20-108)    «STANLEY»,185.5,245,,
810263,84-100  PINZA PUNTA LARGA 5 PLG.    «STANLEY»,40.6,53.6,,
810264,"69-173   JGO. DEST. TORX 4PCS. T15, 20, 25 Y 30    «STANLEY»",80.32,106,,
810265,62-502   JGO. DESTORNILLADORES 11 PZS. FATMAX    «STANLEY»,147.37,194.5,,
810266,62-001   JGO. DESTORNILLADOR 6 PZS. FARMAX    «STANLEY»,70,92.4,,
810267,66-344  DESTORNILLADOR TIPO LAPICERO 4 EN 1    «STANLEY»,15.4,20.35,,
810268,62-500   JGO. DESTORNILLADOR STUBBY 2 PZS.    «STANLEY»,18.9,24.95,,
810269,62-501   JGO. DESTORNILLADOR BOLSILLO 2 PZS.    «STANLEY»,20.48,27,,
810270,"84-005   ALICATE CORTE DIAGONAL 8 1/4"" MAXSTEEL 1000V.    «STANLEY»",139.3,183.95,,
810271,84-125   PINZA CORTE T/TENAZA 4PLG.    «STANLEY»,32.55,43,,
810272,84-126   PINZA PUNTA CURVA 5PLG.    «STANLEY»,31.5,41.6,,
810273,"90-950   LLAVE AJUSTABLE 12"" C/FORRO ""MAXSTEEL""    «STANLEY»",99.4,131.25,,
810274,84-022   ALICATE P/ELECT. 7PLG.    «STANLEY»,42.7,56.45,,
810275,20-185   HOJA DE SIERRA 7 1/4 X 24 DIENTES    «STANLEY»,39.55,52.25,,
810276,20-186   HOJA DE SIERRA 7 1/4 X 40 DIENTES    «STANLEY»,48.3,63.75,,
810277,"84-009   ALICATE CORTE DIAGONAL 6 1/4"" MAXSTEEL 1000V.    «STANLEY»",84.96,112.25,,
810278,86-081   JGO. LLAVES COLA/CORONA 7 A 24MM    «STANLEY»,325,429,,
810279,"90-947   LLAVE AJUSTABLE 6"" C/FORRO ""MAXSTEEL""    «STANLEY»",45.5,62.5,,
810280,"90-949   LLAVE AJUSTABLE 10"" C/FORRO ""MAXSTEEL""    «STANLEY»",76.3,101.25,,
810281,94-543   JGO. LLAVE COMBINADA C/RATCHET 7 PCS.    «STANLEY»,417,550.45,,
810282,91-984   LLAVE COMBINADA C/RATCHET 17MM.    «STANLEY»,60.2,79.5,,
810283,91-986   LLAVE COMBINADA C/RATCHET 19MM.    «STANLEY»,64.4,85,,
810284,30-626   CINTA METRICA 8 MTS.    «STANLEY»,51.74,68.3,,
810285,CAJA GRAPA HEAVY DUTY 3/8    «STANLEY»,18.93,25,,
810286,"15-774   JGO. BROCA SIERRA P/MADERA 1 1/4 A 2 1/8""    «STANLEY»",112,147.85,,
810287,84-371   ALICATE DE PRESION 10 PLG.    «STANLEY»,46.2,61,,
810288,51-071   MARTILLO 16 ONZ. FIBRA VIDRIO    «STANLEY»,64.8,85.55,,
810289,68-010   DEST. C/RACHET Y PUNTAS INTERC.    «STANLEY»,68.6,90.5,,
810290,86-118   JGO. LLAVE TIPO COPA 5/32 A 1/2    «STANLEY»,205.2,270.85,,
810291,86-505   JGO. HERRAMIENTAS 1/4 A 1 1/4 DE 27PCS.    «STANLEY»,671.25,872.6,,
810292,86-970   JGO. LLAVES COMBINADAS 3/8 A 1PLG.    «STANLEY»,396,514.5,,
810293,"86-503   JGO. COPAS 3/8 A 1PLG. RAIZ DE 1/2""    «STANLEY»",298.8,388.45,,
810294,87-624   LLAVE STILSON P/TUBO DE 2 X 14PLG.    «STANLEY»,91.12,121,,
810295,84-098   ALICATE P/MECANICO DE 8PLG.    «STANLEY»,32.76,42.6,,
810296,"86-734   JGO. COPAS 10 A 19 MM. RAIZ DE 1/2""    «STANLEY»",189,249.5,,
810297,19-151   CAJA PLASTICA P/HERRAM. 19.1/4X10X9     «STANLEY»,168,221.75,,
810298,"45-600   ESCUADRILANGO PULG/MM 24X16""        «STANLEY»",40.32,53.25,,
810299,"15-561   SERRUCHO PROFESIONAL 24""  8PT.         «STANLEY»",70.56,93.15,,
810300,68-012    DESTORNILLADOR MULTI-USO        «STANLEY»,42,55.45,,
810301,66-820/JG   DESTORNILLADOR TORX MAGNETICO     «STANLEY»,47.52,62.7,,
810302,85-927   JGO. LLAVES COLA Y CORONA 6 PZS PULG.     «STANLEY»,62.08,80.7,,
810303,85-928   JGO. LLAVES COLA Y CORONA 6 PZS MM.     «STANLEY»,62.08,80.7,,
810304,95-365   LAMPARA PORTATIL TRIPODE      «STANLEY»,266,350,,
810305,95-366   LAMPARA PORTATIL 1000W       «STANLEY»,334.95,442.25,,
810306,12-165   CEPILLO P/CARPINTERO # 5   «STANLEY»,133,172.9,,
810307,93-093   JGO. BROCAS 7 PZS. HSS C/COBALTO     «STANLEY»,36.34,48,,
810308,91-529   JGO. 10 PZS. ALICAT. MINIAT. DEST. PRECIS.   «STANLEY»,194,256,,
810309,"69-182B   DESTORN. DE COPA 3/16""    «STANLEY»",23.8,31.4,,
810310,"69-183B   DESTORN. DE COPA 1/4""    «STANLEY»",23.8,31.4,,
810311,"69-184B   DESTORN. DE COPA 5/16""    «STANLEY»",23.1,30.5,,
810312,"69-185B   DESTORN. DE COPA 3/8""    «STANLEY»",23.1,30.5,,
810313,94-374   JGO. DE LLAVES Y COPAS PRO 123PCS.    «STANLEY»,577.5,762.3,,
810314,10-778   CUCHILLA RETRAC. FATMAX    «STANLEY»,75.25,99.35,,
810315,77-174   ODOMETRO DE RUEDA MEC. 10000MT.    «STANLEY»,455,600,,
810316,78-207   PROBADOR AUTOMOTRIZ DC 6/12V.    «STANLEY»,46.55,61.45,,
810317,11-100   MALETIN P/HERRAMIENTAS    «STANLEY»,129.5,151.5,,
810318,66-348    DEST. JOYERO 22 PCS.    «STANLEY»,51,67.5,,
810319,87-623   LLAVE STILSON P/TUBO DE 2 X 12PLG.    «STANLEY»,70.5,93.25,,
810320,"87-431   LLAVE AJUSTABLE DE 6"" CROMADO   «STANLEY»",37.1,48.95,,
810321,"87-432   LLAVE AJUSTABLE DE  8"" CROMADO    «STANLEY»",47.6,62.85,,
810322,"87-433   LLAVE AJUSTABLE DE 10""  CROMADO    «STANLEY»",61.6,81.95,,
810323,30-608   CINTA METRICA 3 MTS.    «STANLEY»,20.3,27,,
810324,30-615   CINTA METRICA 5 MTS.    «STANLEY»,29.25,38.75,,
810325,34-774   CINTA METRICA FIBRA V. ABIERTO 60 MTS.    «STANLEY»,188.86,249.5,,
810326,54-192   MARTILLO DE BOLA 24 ONZ.    «STANLEY»,46.87,61.85,,
810327,54-193   MARTILLO DE BOLA 32 ONZ.    «STANLEY»,46.87,61.9,,
810328,78-386   PROBADOR AUTOMOTRIZ DC 6/24V.    «STANLEY»,73.5,97,,
810329,78-023   JGO. DE EXTRACTOR DE TORNILLOS 5PCS.    «STANLEY»,52.5,69.35,,
810330,"86-203   RACHET RAIZ 3/8 CROMADO 8""    «STANLEY»",63.7,84,,
810331,"86-404   RACHET RAIZ 1/2 CROMADO DE 10""    «STANLEY»",86.8,114.65,,
810332,"86-202   MANERAL RAIZ 3/8 X 7"" TIPO -T-    «STANLEY»",34.5,45.55,,
810333,"86-413   MANERAL RAIZ 1/2 X 17 1/4"" TIPO -T-    «STANLEY»",87.5,115.5,,
810334,"69-119   DEST. PRO STD 1/4 X 4""    «STANLEY»",14,18.5,,
810335,"69-120B   DEST. PRO STD 1/4 X 6""    «STANLEY»",18.2,24,,
810336,64-388   JGO. DEST. THRIFTI 4 PCS.    «STANLEY»,32.03,42.25,,
810337,TR-250   ENGRAPADORA INDUSTRIAL    «STANLEY»,175,231,,
810338,84-221   ALICATE PARA HACENDADO 10PLG.    «STANLEY»,57.4,75.85,,
810339,84-272  ALICATE P/ANILLO RET. CURVO EXTERNO    «STANLEY»,58.5,77.25,,
810340,86-974   JGO. LLAVES COMBINADAS 8 A 17MM. 9PCS.    «STANLEY»,139.5,184,,
810341,88-855   JGO. LLAVES COMBINADAS 8 A 19MM. 8PCS.    «STANLEY»,118.65,156.65,,
810342,96-230   PINZA PELACABLES AUTOMATICA    «STANLEY»,94.5,124.75,,
810343,88-793   COPA RAIZ 1/2 ESTRIADA 21 MM.    «STANLEY»,16.1,21.25,,
810344,"65-970   DEST. AISLADO 1000V. 5/16""    «STANLEY»",39.2,51.75,,
810345,60-020   JGO. DEST. TRIFTY 2PCS.,15.4,20.5,,
810346,91-974   LLAVE COLA Y CORONA C/RATCHET 10 MM.    «STANLEY»,48,63.45,,
810347,91-976   LLAVE COLA Y CORONA C/RATCHET 12 MM.    «STANLEY»,62.73,82.9,,
810348,91-977   LLAVE COLA Y CORONA C/RATCHET 13 MM.    «STANLEY»,65.1,85.95,,
810349,91-978   LLAVE COLA Y CORONA C/RATCHET 14 MM.    «STANLEY»,55.5,73.25,,
810350,"91-967   LLAVE COLA Y CORONA C/RATCHET 7/16""    «STANLEY»",55.84,74,,
810351,87-621   LLAVE STILSON P/TUBO 8PLG.    «STANLEY»,44.8,59.25,,
810352,93-098   JGO. BROCA P/MADERA 6 PCS.    «STANLEY»,60.4,79.75,,
810353,30-085   CINTA METRICA PUNTA MAGN. 5MTS.    «STANLEY»,42,55.45,,
810354,96-225   PINZA TELEFONICA                       «STANLEY»,72.8,96.75,,
810355,"28-081   ESPATULA MANGO PLASTICO 2""    «STANLEY»",12.37,16.45,,
810356,"70-489   ALICATE ELECTRICISTA 9""    «STANLEY»",78.13,103,,
810357,"84-918   ALICATE ELECTRICISTA CR-V 8""    «STANLEY»",64.75,85.5,,
810358,"84-916   ALICATE P/CORTE DIAGONAL CR-V 6""    «STANLEY»",39.37,53.95,,
810359,"84-915   PINZA PUNTA LARGA CR-V 6""    «STANLEY»",38.99,51.85,,
810360,"84-919   ALICATE ELECTRICISTA CR-V 8""    «STANLEY»",58.45,77,,
810361,"86-501   JGO. COPAS MILIMETRICA RAIZ 1/2""    «STANLEY»",279.22,375,,
810362,69-171   JGO. DESARMADORES PRO STD 6 PCS.    «STANLEY»,112.5,148.5,,
810363,COPA RAIZ 1/2 # 10                      «SATANLEY»,13.65,18,,
810364,"86-533   JGO. COPAS STD  RAIZ 1/2""    «STANLEY»",420.75,555,,
810365,88-746   COPA RAIZ 1/2 ESTRIADA 24 MM.    «STANLEY»,17.25,24.25,,
810366,TR-45   ENGRAPADORA INDUSTRIAL    «STANLEY»,108.85,143.75,,
810367,"TRA706T   CJA. GRAPA P/ENGRAP. ET-50 DE 3/8""-1000 PZS.    «STANLEY»",17.15,22.65,,
810368,"TRA205T   CJA. GRAPA P/ENGRAPADORA ET-21 DE 5/16""-1000 PZS.    «STANLEY»",12.95,17.25,,
810369,"28-083   ESPATULA MANGO PLASTICO 3""    «STANLEY»",12.75,16.85,,
810370,"28-084   ESPATULA MANGO PLASTICO 4""    «STANLEY»",14.25,18.85,,
810371,"28-038   ESPATULA P/TABLA YESO 12""    «STANLEY»",47.25,62.5,,
810372,69-266   JGO. LLAVES TORX PRO 8 PCS.    «STANLEY»,80.15,105.8,,
810373,94-807   MULTIHERRAMIENTA 21 EN 1    «STANLEY»,79.8,109.75,,
810374,"86-117   JGO. COPAS RAIZ 1/4"" 4 A 13MM.    «STANLEY»",216,285,,
810375,84-015   ALICATE PICO DE LORO PRO 10PLG.    «STANLEY»,49.5,49.5,,
810376,"TRA206T   CJA. GRAPA P/ENGRAPADORA JT-21 3/8""    «STANLEY»",13.3,17.55,,
810377,"86-581   LLAVE T/COPA PARA CANDELA 13/16"" RAIZ 1/2""    «STANLEY»",17.81,23.5,,
810378,"92-251   CAJA PLASTICA P/HERR. 20"" (20-300)   «STANLEY»",236.8,312.65,,
810379,LLAVE COLA Y CORONA C/RACHET 10MM.    «STANLEY»,48,63.45,,
810380,LLAVE COLA Y CORONA C/RACHET 12MM.    «STANLEY»,55.5,73.25,,
810381,LLAVE COLA Y CORONA C/RACHET 14MM.    «STANLEY»,55.5,73.25,,
810382,LLAVE COLA Y CORONA C/RACHET 15MM.    «STANLEY»,63.5,83.85,,
810383,LLAVE COLA Y CORONA C/RACHET 17MM.    «STANLEY»,56.25,74.25,,
810384,LLAVE COLA Y CORONA C/RACHET 18MM.    «STANLEY»,68.08,89.95,,
810385,LLAVE COLA Y CORONA C/RACHET 19MM.    «STANLEY»,64.5,85.25,,
810386,54-925   JGO. DESTORN. 29PCS.    «STANLEY»,57.05,75.35,,
810387,TR-110   ENGRAPADORA DE ACERO     «STANLEY»,164.5,217.25,,
810388,"TRA705T   CJA. GRAPA P/ENGRAP. ET-50 DE 5/16""-1000 PZS.    «STANLEY»",15.05,19.85,,
810389,"TRA204T   CJA. GRAPA P/ENGRAP. ET-21 DE 1/4""-1000 PZS.    «STANLEY»",12.95,17.5,,
810390,69-141 DESTORNILLADOR PHILLIPS  #1 X 4  ««STANLEY»»,12.6,16.65,,
810391,69-127 DESTORNILLADOR B/CUADRADA 1/4 X 4 ««STANLEY»»,15.92,21.25,,
810392,SI45 SOLDADOR DE PUNTA ELECTRICO ««STANLEY»»,48.3,63.75,,
810393,69-138 DESTORNILLADOR PHILLIPS #0 X 2.3/4  ««STANLEY»»,10.85,14.5,,
810394,69-104  DESTORNILLADOR STANDARD 1/8 X 4 ««STANLEY»»,14.7,19.55,,
810395,96-841  ALICATE MULTITOOL     ««STANLEY»»,55.3,73,,
810396,"16-410 CAJA P/HERRAMIENTAS 16""    ««STANLEY»»",87.5,115.5,,
810397,"84-021  ALICATE PICO LORO 12""  «STANLEY»",61.6,81.95,,
810398,"TRA704   CJA. GRAPA P/ENGRAPADORA JT-21 1/4""    «STANLEY»",14,18.9,,
810399,30-151 CINTA METRICA CINTA BLANCA 5M «STANLEY»,19.88,26.25,,
810400,65-243  JUEGO 2 PZS DESTORNILLADOR 1/4X4 «STANLEY»,20.65,27.25,,
810401,TRA708   CJA. GRAPA P/ENGRAPADORA   «STANLEY»,18.9,25,,
810402,"84-258   PINZA DE CORTA CABLE HD 9.5""     «STANLEY»",58.8,77.65,,
810403,"14-373   CORTA PERNO DE 12""     «STANLEY»",115.5,152.45,,
810404,21801   EXTRACTOR DE TORNILLO    «STANLEY»,0,0,,
810405,"84-396   ALICATE DE PRESION PUNTA LARGA 6.5""    «STANLEY»",41.3,54.5,,
810406,"84-006   PINZA DE PUNTA 6 1/2"" MAXSTEEL 1000V.    «STANLEY»",93.8,123.85,,
810407,15-113   ARCO P/SIERRA ALTA TENSION    «STANLEY»,77,101.65,,
810408,"86-508   COPA RAIZ 1/2"" X 8MM.     «STANLEY»",7.5,10,,
822001,307200  ALICATE UNIVERSAL AISLADO 1000V.   «KNIPEX»,285.6,370,,
822002,7407250  CORTA ALAMBRE AISLADO 1000V 250MM,75.6990849673,295,,
822003,"10CR     LOCKING PLIERS, CURVED JAW  -VISE-GRIP-",75.05,99.1,,
822004,10LW  ALICATE AJUSTABLE PRESION 10-  -VISE-GRIP-,70,99.95,,
822005,10R   VISE GRIP PRENSA (C),69,91.1,,
822006,"10WR  10- LOCKING PLIERS, W/ WIRE CUT  -VISE-GRIP-",78.69,103.85,,
822007,9LN  9- LONG NOSE LOCKING PLIERS  -VISE-GRIP-,78,102.92,,
822009,7R   7- STRAIGHT JAW LOCKING PLIERS  -VISE-GRIP-,61.5,79.95,,
822010,7WR  7-  LOCKING PLIERS W/ WIRE CUT   -VISE-GRIP-,66,85.8,,
822011,"7CR  7-  CURVED JAW, LOCKING PLIERS  -VISE-GRIP-",61.5,81.2,,
822012,6LN  6- LONG NOSE LOCKING PLIERS  -VISE-GRIP-,66,85.8,,
822013,5WR   5- LOCKING PLIERS W/ WIRE CUT.  -VISE-GRIP-,65.88,86.95,,
822014,4WR   4- LOCKING PLIERS W/ WIRE CUT  -VISE-GRIP-,60.44,79.8,,
822015,4LN   4- LONG NOSE LOCKING PLIERS   -VISE-GRIP-,74.07,97.75,,
822016,41001/106     ALICATE AISLADO 6-   -TRAMONTINA-,30,39.6,,
822017,41001/107     ALICATE AISLADO 7PLG    [TRAMONTINA],33,43.5,,
822018,41001/108     ALICATE AISLADO 8PLG    [TRAMONTINA],38,50,,
